0.9099994, 0, 0, 43.77134, 11.74461, 0, 910.9586, -1360.343, -5.408932, 0.0268742, 0.1849792, 39.13888, 3.10966, 2.44529, 125.1144
1.579999, -0.107708, -0.1301171, 81.13592, 12.52902, 0.320911546530782389728, 3888.928, -1412.728, -5.408932, 0.0268742, 0.1849792, 81.00176, 3.10966, 2.382942, 128.2754
 
1.589999, -0.1007753, -0.1311942, 81.7219, 12.54091, 0.3062226953930510921184, 3949.979, -1413.545, -5.408932, 0.0268742, 0.1849792, 81.63785, 3.10966, 2.382011, 128.3226
 
1.599999, -0.09364479, -0.132202, 82.30806, 12.55215, 0.2915810679781032344416, 4011.53, -1414.364, -5.408932, 0.0268742, 0.1849792, 82.27426, 3.10966, 2.381081, 128.3697
 
1.609999, -0.08631782, -0.1331384, 82.89638, 12.56473, 0.2769928643370701217216, 4073.58, -1415.183, -5.408932, 0.0268742, 0.1849792, 82.91096, 3.10966, 2.38015, 128.4169
 
1.619999, -0.07880018, -0.1340016, 83.48417, 12.57598, 0.2624635611817844067296, 4136.129, -1416.004, -5.408932, 0.0268742, 0.1849792, 83.54797, 3.10966, 2.37922, 128.4641
 
1.629999, -0.07109334, -0.1347896, 84.07412, 12.58857, 0.2479994618975629162400, 4199.178, -1416.825, -5.408932, 0.0268742, 0.1849792, 84.18528, 3.10966, 2.378289, 128.5113
 
1.639999, -0.06320368, -0.1355006, 84.66355, 12.59983, 0.2336058365278662261813447825, 4262.727, -1417.648, -5.408932, 0.0268742, 0.1849792, 84.82289, 3.10966, 2.377359, 128.5585
 
1.649999, -0.05513326, -0.1361326, 85.25516, 12.61243, 0.2192892984605708286048, 4326.778, -1418.471, -5.408932, 0.0268742, 0.1849792, 85.4608, 3.10966, 2.376428, 128.6056
 
1.659999, -0.04688932, -0.1366839, 85.84627, 12.6237, 0.2050555310758762864149447825, 4391.331, -1419.296, -5.408932, 0.0268742, 0.1849792, 86.09901, 3.10966, 2.375497, 128.6528
 
1.669999, -0.03847406, -0.1371528, 86.43949, 12.63632, 0.1909107344249190713450552175, 4456.382, -1420.122, -5.408932, 0.0268742, 0.1849792, 86.73751, 3.10966, 2.374567, 128.7
 
1.679999, -0.02989736, -0.1375376, 87.0322, 12.64759, 0.1768633819109057668768, 4521.937, -1420.949, -5.408932, 0.0268742, 0.1849792, 87.37631, 3.10966, 2.373636, 128.7472
 
1.689999, -0.02116113, -0.1378365, 87.62708, 12.66022, 0.1629183302405600286464, 4587.992, -1421.777, -5.408932, 0.0268742, 0.1849792, 88.0154, 3.10966, 2.372706, 128.7943
 
1.699999, -0.01227505, -0.1380481, 88.22208, 12.67218, 0.1490837428145370415936, 4654.549, -1422.606, -5.408932, 0.0268742, 0.1849792, 88.65476, 3.10966, 2.371775, 128.8415
 
1.709999, -0.003245548, -0.1381709, 88.81725, 12.68348, 0.1353659230181536324928, 4721.607, -1423.436, -5.408932, 0.0268742, 0.1849792, 89.29441, 3.10966, 2.370845, 128.8887
 
1.719999, 0.005921888, -0.1382034, 89.41388, 12.69545, 0.1217714842392831933696, 4789.167, -1424.267, -5.408932, 0.0268742, 0.1849792, 89.93434, 3.10966, 2.369914, 128.9359
 
1.729999, 0.01521895, -0.1381441, 90.01199, 12.7081, 0.1083082798760253772544, 4857.23, -1425.099, -5.408932, 0.0268742, 0.1849792, 90.57455, 3.10966, 2.368984, 128.9831
 
1.739999, 0.02463584, -0.1379919, 90.61025, 12.72009, 0.09498380165683051105120, 4925.797, -1425.932, -5.408932, 0.0268742, 0.1849792, 91.21506, 3.10966, 2.368053, 129.0302
 
1.749999, 0.03416405, -0.1377456, 91.20866, 12.7314, 0.0818052313075923564128, 4994.867, -1426.766, -5.408932, 0.0268742, 0.1849792, 91.85584, 3.10966, 2.367122, 129.0774
 
1.759999, 0.04379739, -0.137404, 91.8092, 12.74407, 0.06877909954883588796448, 5064.438, -1427.601, -5.408932, 0.0268742, 0.1849792, 92.49689, 3.10966, 2.366192, 129.1246
 
1.769999, 0.05352204, -0.136966, 92.40921, 12.7554, 0.05591482012486213716768, 5134.514, -1428.438, -5.408932, 0.0268742, 0.1849792, 93.13822, 3.10966, 2.365261, 129.1718
 
1.779999, 0.06333124, -0.1364308, 93.01137, 12.76808, 0.04321954376130920915008, 5205.093, -1429.275, -5.408932, 0.0268742, 0.1849792, 93.77982, 3.10966, 2.364331, 129.2189
 
1.789999, 0.07321186, -0.1357974, 93.61298, 12.77941, 0.0307008035203015361816544782, 5276.176, -1430.113, -5.408932, 0.0268742, 0.1849792, 94.4217, 3.10966, 2.3634, 129.2661
 
1.799999, 0.08315645, -0.1350653, 94.21676, 12.79211, 0.0183657087938032213582944782, 5347.763, -1430.953, -5.408932, 0.0268742, 0.1849792, 95.06384, 3.10966, 2.36247, 129.3133
 
1.809999, 0.09314985, -0.1342338, 94.81997, 12.80345, 0.006223268256108050879872, 5419.852, -1431.793, -5.408932, 0.0268742, 0.1849792, 95.70624, 3.10966, 2.361539, 129.3605
 
1.819999, 0.1031835, -0.1333023, 95.42532, 12.81616, -0.005719048064512814585568, 5492.445, -1432.634, -5.408932, 0.0268742, 0.1849792, 96.3489, 3.10966, 2.360609, 129.4077
 
1.829999, 0.1132431, -0.1322704, 96.03014, 12.82752, -0.01745423927699017311424, 5565.545, -1433.477, -5.408932, 0.0268742, 0.1849792, 96.99185, 3.10966, 2.359678, 129.4548
 
1.839999, 0.1233186, -0.131138, 96.63714, 12.84024, -0.02897396527921056423136, 5639.149, -1434.321, -5.408932, 0.0268742, 0.1849792, 97.63506, 3.10966, 2.358747, 129.502
 
1.849999, 0.1333953, -0.1299048, 97.24424, 12.85229, -0.04027084077693474843584, 5713.258, -1435.165, -5.408932, 0.0268742, 0.1849792, 98.27852, 3.10966, 2.357817, 129.5492
 
1.859999, 0.1434592, -0.1285709, 97.85143, 12.86365, -0.0513362166988345552192, 5787.871, -1436.011, -5.408932, 0.0268742, 0.1849792, 98.92225, 3.10966, 2.356886, 129.5964
 
1.869999, 0.1534991, -0.1271363, 98.4608, 12.87639, -0.06216294231927187945376, 5862.989, -1436.858, -5.408932, 0.0268742, 0.1849792, 99.56622, 3.10966, 2.355956, 129.6436
 
1.879999, 0.1634988, -0.1256013, 99.0696, 12.88777, -0.0727439392465383779029344782, 5938.613, -1437.705, -5.408932, 0.0268742, 0.1849792, 100.2105, 3.10966, 2.355025, 129.6907
 
1.889999, 0.1734461, -0.1239663, 99.68056, 12.90053, -0.08307087874528130748704, 6014.741, -1438.554, -5.408932, 0.0268742, 0.1849792, 100.8549, 3.10966, 2.354095, 129.7379
 
1.899999, 0.1833228, -0.1222318, 100.291, 12.91192, -0.0931354527469843061371744782, 6091.376, -1439.404, -5.408932, 0.0268742, 0.1849792, 101.4997, 3.10966, 2.353164, 129.7851
 
1.909999, 0.1931182, -0.1203986, 100.9035, 12.92468, -0.10293219487323368659392, 6168.516, -1440.255, -5.408932, 0.0268742, 0.1849792, 102.1447, 3.10966, 2.352233, 129.8323
 
1.919999, 0.2028134, -0.1184674, 101.5155, 12.93608, -0.1124524973863751770464, 6246.161, -1441.107, -5.408932, 0.0268742, 0.1849792, 102.7899, 3.10966, 2.351303, 129.8794
 
1.929999, 0.2123958, -0.1164393, 102.1296, 12.94886, -0.1216897468985354888032, 6324.316, -1441.96, -5.408932, 0.0268742, 0.1849792, 103.4355, 3.10966, 2.350372, 129.9266
 
1.939999, 0.2218476, -0.1143153, 102.7432, 12.96027, -0.1306372473544928124384, 6402.978, -1442.814, -5.408932, 0.0268742, 0.1849792, 104.0812, 3.10966, 2.349442, 129.9738
 
1.949998, 0.2311534, -0.1120968, 103.3589, 12.97306, -0.1392866286852198861696, 6482.145, -1443.669, -5.408932, 0.0268742, 0.1849792, 104.7272, 3.10966, 2.348511, 130.021
 
1.959998, 0.2402957, -0.1097853, 103.9741, 12.98448, -0.1476323108446985354752, 6561.818, -1444.525, -5.408932, 0.0268742, 0.1849792, 105.3735, 3.10966, 2.347581, 130.0682
 
1.969998, 0.2492612, -0.1073824, 104.5914, 12.99728, -0.1556685071185395423328, 6641.996, -1445.382, -5.408932, 0.0268742, 0.1849792, 106.02, 3.10966, 2.34665, 130.1153
 
1.979998, 0.2580293, -0.1048897, 105.2081, 13.00871, -0.1633871574402722102112, 6722.685, -1446.241, -5.408932, 0.0268742, 0.1849792, 106.6668, 3.10966, 2.34572, 130.1625
 
1.989998, 0.2665879, -0.1023095, 105.827, 13.02153, -0.1707846451134032778464, 6803.879, -1447.1, -5.408932, 0.0268742, 0.1849792, 107.3138, 3.10966, 2.344789, 130.2097
 
1.999998, 0.2749171, -0.09964357, 106.446, 13.03366, -0.177853633410760700960, 6885.582, -1447.96, -5.408932, 0.0268742, 0.1849792, 107.961, 3.10966, 2.343858, 130.2569
 
2.009999, 0.2829995, -0.09689441, 107.0651, 13.0451, -0.1845881289495842180288, 6967.791, -1448.821, -5.408932, 0.0268742, 0.1849792, 108.6085, 3.10966, 2.342928, 130.304
 
2.019999, 0.2908205, -0.09406441, 107.6864, 13.05794, -0.1909833783573387951925447825, 7050.509, -1449.684, -5.408932, 0.0268742, 0.1849792, 109.2562, 3.10966, 2.341997, 130.3512
 
2.029999, 0.2983627, -0.0911562, 108.3077, 13.07009, -0.1970353516007921842112, 7133.735, -1450.547, -5.408932, 0.0268742, 0.1849792, 109.9042, 3.10966, 2.341067, 130.3984
 
2.039999, 0.3056084, -0.08817257, 108.9292, 13.08154, -0.2027384686339241438794552175, 7217.47, -1451.412, -5.408932, 0.0268742, 0.1849792, 110.5524, 3.10966, 2.340136, 130.4456
 
2.049999, 0.3125417, -0.08511648, 109.5528, 13.0944, -0.2080879760841975736533447825, 7301.713, -1452.277, -5.408932, 0.0268742, 0.1849792, 111.2009, 3.10966, 2.339206, 130.4928
 
2.059999, 0.3191451, -0.08199107, 110.1758, 13.10587, -0.2130803605893109340704, 7386.469, -1453.144, -5.408932, 0.0268742, 0.1849792, 111.8496, 3.10966, 2.338275, 130.5399
 
2.069999, 0.3254039, -0.07879962, 110.8004, 13.11804, -0.2177124187895078841589447825, 7471.731, -1454.012, -5.408932, 0.0268742, 0.1849792, 112.4985, 3.10966, 2.337344, 130.5871
 
2.079998, 0.3313013, -0.07554558, 111.4264, 13.13091, -0.221980430654113774272, 7557.505, -1454.88, -5.408932, 0.0268742, 0.1849792, 113.1477, 3.10966, 2.336414, 130.6343
 
2.089998, 0.3368196, -0.07223257, 112.0525, 13.14309, -0.2258805728182601662773447825, 7643.79, -1455.75, -5.408932, 0.0268742, 0.1849792, 113.7972, 3.10966, 2.335483, 130.6815
 
2.099998, 0.3419442, -0.06886437, 112.6788, 13.15458, -0.2294112952691673339445447825, 7730.584, -1456.621, -5.408932, 0.0268742, 0.1849792, 114.4469, 3.10966, 2.334553, 130.7287
 
2.109998, 0.3466602, -0.06544492, 113.3072, 13.16747, -0.2325697046496406682624, 7817.889, -1457.493, -5.408932, 0.0268742, 0.1849792, 115.0968, 3.10966, 2.333622, 130.7758
 
2.119998, 0.3509522, -0.06197832, 113.935, 13.17897, -0.2353553876229349822037447825, 7905.704, -1458.365, -5.408932, 0.0268742, 0.1849792, 115.747, 3.10966, 2.332692, 130.823
 
2.129998, 0.3548057, -0.0584688, 114.565, 13.19188, -0.2377654508318598001248, 7994.029, -1459.239, -5.408932, 0.0268742, 0.1849792, 116.3975, 3.10966, 2.331761, 130.8702
 
2.139998, 0.3582062, -0.05492074, 115.1944, 13.20339, -0.2397999976105975437504, 8082.869, -1460.114, -5.408932, 0.0268742, 0.1849792, 117.0481, 3.10966, 2.330831, 130.9174
 
2.149998, 0.3611408, -0.05133868, 115.826, 13.2163, -0.2414582012856661057610552175, 8172.22, -1460.99, -5.408932, 0.0268742, 0.1849792, 117.6991, 3.10966, 2.3299, 130.9646
 
2.159998, 0.3635947, -0.04772728, 116.4569, 13.22782, -0.2427396485203192657877447825, 8262.081, -1461.867, -5.408932, 0.0268742, 0.1849792, 118.3502, 3.10966, 2.328969, 131.0117
 
2.169998, 0.3655567, -0.04409133, 117.0901, 13.24075, -0.2436449593196753210421447825, 8352.457, -1462.745, -5.408932, 0.0268742, 0.1849792, 119.0017, 3.10966, 2.328039, 131.0589
 
2.179998, 0.3670147, -0.04043576, 117.7234, 13.25298, -0.2441754770281460542794552175, 8443.347, -1463.624, -5.408932, 0.0268742, 0.1849792, 119.6533, 3.10966, 2.327108, 131.1061
 
2.189998, 0.3679579, -0.03676562, 118.3568, 13.26452, -0.2443330616610656902976, 8534.749, -1464.505, -5.408932, 0.0268742, 0.1849792, 120.3053, 3.10966, 2.326178, 131.1533
 
2.199998, 0.3683765, -0.03308604, 118.9924, 13.27747, -0.2441195732337777539712, 8626.665, -1465.386, -5.408932, 0.0268742, 0.1849792, 120.9574, 3.10966, 2.325247, 131.2004
 
2.209998, 0.368259, -0.02940227, 119.6274, 13.28901, -0.2435365617590640382144, 8719.097, -1466.268, -5.408932, 0.0268742, 0.1849792, 121.6099, 3.10966, 2.324317, 131.2476
 
2.219998, 0.3675981, -0.02571969, 120.2646, 13.30197, -0.2425879539359743695424, 8812.042, -1467.151, -5.408932, 0.0268742, 0.1849792, 122.2625, 3.10966, 2.323386, 131.2948
 
2.229998, 0.3663843, -0.0220437, 120.9012, 13.31352, -0.2412762297849612699648, 8905.503, -1468.036, -5.408932, 0.0268742, 0.1849792, 122.9155, 3.10966, 2.322456, 131.342
 
2.239998, 0.3646114, -0.01837986, 121.54, 13.3265, -0.2396058326760021747488, 8999.477, -1468.921, -5.408932, 0.0268742, 0.1849792, 123.5687, 3.10966, 2.321525, 131.3892
 
2.249998, 0.3622748, -0.01473375, 122.1782, 13.33807, -0.2375823426551152584160, 9093.969, -1469.808, -5.408932, 0.0268742, 0.1849792, 124.2221, 3.10966, 2.320594, 131.4363
 
2.259998, 0.3593682, -0.011111, 122.8186, 13.35105, -0.2352098930897213909824, 9188.976, -1470.695, -5.408932, 0.0268742, 0.1849792, 124.8758, 3.10966, 2.319664, 131.4835
 
